Service ID,Short code,Partner Name,service type,Product ID,SPID,Revenu Contact
133292000010809,7753,Peace Technology,API,1000016322,13329,
154312000014335,604,Teleport Technologies PLC ,API,1000021000,15431,
1572900007302,863,Chartered Advisory Service PLC(Maya),API,10000302820,15729,
30022500007262,942,Mobile Spin VAS PLC (WinnersHub),API,10000302780,300225,
300100200007109,679,ALL AFRICANS ENTERPRENER PLC,API,1000030129,300105,
106762000005276,6366,Eco Plus IT Solution,API,1000008987,10676,
30013700007213,9262,HOPE ENTERTAINMENT,API,1000030240,300077,
133642000010805,7670,ATN Technology,API,1000016312,13364,
156122000014514,9971,FMS IT Solution PLC,API,1000021648,15612,
136242000012237,7377,Highest Techinology plc,API,1000017830,13624,
30020200007236,8186,Shimmelis Abebe Megersa,API,1000030274,300202,
115042000005888,6095,Amisoft IT Solution,API,1000012940,11504,
151142000014048,9726,Hikma PLC,API,1000020407,15114,
154222000014364,3 DAYS,I Connect Digital Service PLC,API,15422,9401,
133642000010806,7671,ATN Technology,API,1000016314,13364,
104032000005033,3 DAYS,251IDEAS2,API,10403,6893,
134782000011607,7769,Speed Tech Technologies PLC,API,1000017213,13478,
300069200007069,7247,BETE ZEMA ICT Solutions PLC ,API,1000030082,300069,
153772000014239,9782,Swift Tech,API,1000020813,15377,
109052000005588,6045,Kiya Tech plc,API,1000012938,10905,
132732000010305,6300,EXCELLENT YOUTH PERSONALITY DEVELOPMENT ORG,API,1000015703M,13273,
104032000004911,6808,251 ideas,API,1000008260,10403,
151682000014136,3 DAYS,Teleport Technologies PLC ,API,15168,9736,
300076200007076,7074,FMS IT SOLUTION PLC ,API,1000030089,300076,
Teleplay0004,830,Nano Technology plc,API,40001001,nano_tech_plc,
30013700007214,9262,HOPE ENTERTAINMENT_MUSIC,API,1000030241,300078,
151652000014053,9741,Tsehay Ashagrie Telecommunication VAS,API,1000020415,15165,
73012000003917,8436,Tecido Trading plc,API,1000030258,7301,
30027000007355,6069,Trust Technology PLC,API,10000302875,300270,
154362000014357,9389,Matrix ICT Solutions PLC ,API,1000021038,15436,
146092000013106, ,Chartered Advisory Service PLC,API,14609,9289,
300066200007066,8135,ELU STAR TRADING PLC,API,1000030079,300066,
134892000011904,3 DAYS,Elpida Trading PLC,API,13489,7672,
106232000005240,6455,Comtel Trading,API,1000008881M,10623,
30022200007257,8894,GIG Trading,API,10000302775,300222,
136142000012292,7737,ARMA technology plc,API,1000017913,13614,
106702000005290,6005,NIZECELL,API,1000009021M,10670,
152202000014113,9764,Yuniversal Marketing plc,API,1000020708,15220,
30026500007343,6462,G D F TRADING ONE MEMBER PLC,API,10000302862,300265,
30013400007185,9865,SUCCESS TRADING PLC,API,1000030212,300011,
300100200007100,8119,Tsehay Ashagrie Telecommunication VAS,API,1000030114,300100,
30023300007283,6689,YISAKOR Trading PLC,API,10000302801,300233,
300021200007021,8738,ALHABEK TRADING PLC,API,1000030034,300021,
151512000014110,9735,Amha Wehibe Importer and Technology,API,1000020532,15151,
30023600007286,6882,Ashenafi Nigussie Teklu,API,10000302804,300039,
150772000013989,3 DAYS,Alif Technologies P.L.C,API,15077,9662,
3000112000007010,8491,SUCCESS TRADING PLC,API,1000030024,300011,
154312000014336,604,Teleport Technologies PLC ,API,1000021001,15431,
155462000014438,9457,Elfe Technology PLC,API,1000021360,15546,
155452000014450,9412,AMARACH MEDIA & ENTERTAINMENT PLC,API,1000021407,15545,
154192000014304,3 DAYS,Yoha Technology PLC,API,15419,9186,
156232000014529,6469,Circle Technology PLC,API,1000021730,15623,
154382000014351,9614,Zema Technologies PLC,API,1000021080,15438,
153282000014179,3 DAYS,T A F Private Limited Company,API,15328,9740,
Teleplay0010,830,Nano Technology plc,API,40001001,nano_tech_plc,
122072000006508,6414,Tak Technologies plc,API,1000013033,12207,
300100200007128,131,MOBILE SPIN VAS PLC-131,API,1000030205,300118,
156072000014504,9142,PLAYSTREAM INTERACTIVE PLC,API,1000021617,15607,
Telefun05,130,Modertech Telecom VAS PLC,API,Ethio130yearMegaPromo01,130,
300061200007061,7558,Adasha Tech Solution/ Temesgen Adugna,API,Ethio130yearMegaPromo04,130,
teleBeat0004,853,Go Digital Service PLC,API,48531001,GoDigital_tech_plc,
150732000013987,9676,Danat ICT System PLC,API,1000020240,15073,
Teleplay0006,830,Nano Technology plc,API,40001001,nano_tech_plc,
133632000010745,3 DAYS,Link Net Communication plc,API,13363,7868,
300093200007093,9342,Ereality Technologies PLC,API,1000030107,300093,
300059200007059,7128,Kutak solutions,API,1000030072,15111,
151342000014031,9643,Rimas Technologies/Mustefa & Sones,API,1000020349,15134,
151552000014125,9746,Fikrie Gebeyew Telecommunication VAS,API,1000020559,15155,
300053200007053,8395,HAYATECH Trading PLC,API,1000030066,300053,
151732000014058,3 DAYS,Glory Technology PLC,API,15173,9729,
156562000014551,8587,Right Tech,API,1000021780,15656,
150632000013978,3 DAYS,Jegnit ICT Sytem PLC,API,15063,9674,
300001200007002,8512,Bora General Trading,API,1000030012,300001,
152332000014186,3 DAYS,Workalem Gugssa,API,15233,9817,
153042000014177,3 DAYS,Xerox trading plc,API,15304,9673,
300071200007071,7208,Pietech VAS PLC,API,1000030084,300071,
30013700007212,8663,BST Media PLC,API,1000030239,300173,
30013700007217,8031,MG ICT SOLUTION PLC,API,1000030244,300177,
30013500007209,8548,BK AUTOSPA ONE MEMBERSHIP PLC,API,1000030236,300170,
30020400007238,6018,Techmaster,API,40001008,300204,
155552000014453,9408,Black Future consultancy S.C,API,1000021478,15555,
151022000014034,3 DAYS,Singitan Multimedia & Press Works PLC,API,15102,9644,
152042000014097,9785,Telco vas,API,1000020510,15204,
151542000014042,9750,Aman Wassie Abdie,API,1000020397,15154,
30013700007215,8486,ALHABEK TRADING PLC,API,1000030242,300150,
152012000014209,9759,HELLO MEREJA PLC,API,1000020710,15201,
156682000014718,6704,Warkinesh Tulu,API,1000022009,15668,
151182000014011,9871,Qene Technologies Plc,API,1000020301,15118,
151702000014077,9714,Yoseph Abera,API,1000020470,15170,
155552000014454,9407,Black Future consultancy S.C,API,1000021481,15555,
Teleplay0007,830,Nano Technology plc,API,40001001,nano_tech_plc,
151312000014030,9747,BTY Technology PLC,API,1000020355,15131,
156692000014719,6548,Marame Amante VAS,API,1000022015,15669,
151972000014087,9647,Excellent Technologies,API,1000020488,15197,
300097200007097,7137,Right Tech Solution PLC,API,1000030111,300097,
300009200007013,8483,Tecno trande It Solution plc,API,1000030013,300009,
150932000014039,9731,Yessuneh defo Aman plc,API,1000020388,15093,
300068200007068,7897,Yam trading and digital service PLC,API,1000030081,300068,
Teleplay0005,830,Nano Technology plc,API,40001001,nano_tech_plc,
156592000014586,7292,MUSTEFA & SONS PLC,API,1000021785,15659,
30012500007138,9609,Feven Eyasu,API,1000030159,300128,
3000172000007010,8739,PLAYSTREAM INTERACTIVE PLC,API,1000030029,300017,
300067200007067,8616,GLORY TECHNOLOGY,API,1000030080,300067,
155572000014482,9534,Easy life solutions ICT PLC,API,1000021562,15557,
155232000014397,9807,Auto Safety PLC,API,1000021254,15523,
152372000014181,9846,Bikila Lema,API,1000020659,15237,
156832000014659,8689,Alen home solution ,API,1000021919,15683,
156992000014665,6217,DANIEL ABEBE NEGATU,API,1000021937,15699,
156442000014547,6943,Wilu Technologies PLC/Omega Engineering PLC,API,1000021767,15644,
150182000013984,9646,Lumetech Enginering PLC,API,1000020238,15018,
teleBeat0010,853,Go Digital Service PLC,API,48531001,GoDigital_tech_plc,
151532000014072,9745,Feven Eyasu Achaw/Be artistic,API,1000020455,15153,
153462000014205,9749,Smart Media PLC,API,1000020698,15346,
3000122000007010,6093,MTK TECHNOLOGYS PLC,API,1000030025,300012,
30019200007236,6086,Zemen Technology PLC,API,1000030264,300192,
300054200007054,7741,Meet consultancy,API,1000030067,300054,
30011900007133,6139,Peace technology PLC,API,1000030153,13329,
152402000014137,9809,Shimelis Matebu Debela,API,1000020587,15240,
3000282000007020,8715,Cozy Net computer and related work plc,API,300028,8715,
133652000010965,7756,Neew ict and event organizer,API,1000016652,13365,
300205200007237,8219,The Choosen Telecommunication,API,1000030275,300205,
300060200007060,8231,MAM ICT Technology,API,1000030073,300060,
156572000014603,6765,Ahadu Technology,API,1000021845,15657,
154622000014365,9356,Star Technology,API,1000021078,15462,
157152000014717,8032,Blue Line IT solution ,API,1000022001,15715,
153382000014188,9847,Elshaday Abera,API,1000020675,15338,
3000232000007020,6557,AGE ENGINEERING PLC,API,300023,6557,
30024800007309,9253,AL Habesha Media & Communication,API,10000302828,300248,
134492000011225,8316,WB Information Technology plc,API,1000016828,13449,
3000132000007010,8754,FEVEN EYASU ACHAW / interior Design,API,1000030026,300013,
157742000014826,9200,Wendem Kalid megibare senay,API,1000022155,15774,
156902000014658,6234,Fraf IT Solution ,API,1000021924,15690,
300006200007010,8832,Bit Apps ICT Solution PLC,API,1000030011,300006,
155132000014399,9237,Future IT Technologies PLC,API,1000021262,15513,
151712000014056,9754,Inception Technologies/Dawit Nehemia,API,1000020420,15171,
107192000005395,6754,Aplus Telecom Service ,API,1000009288,10719,
152322000014139,9805,Mulu Matebu,API,1000020596,15232,
152382000014180,9812,Samson Girma,API,1000020657,15238,
152362000014184,9820,Mahlet Israel,API,1000020664,15236,
150252000013969,9872,Playstream Interactive PLC,API,1000020203,15025,
Teleplay0009,830,Nano Technology plc,API,40001001,nano_tech_plc,
152502000014135,9781,Matrix Consultancy/Berihun Gezahegn,API,1000020576,15250,
300004200007005,8128,Cloud Information Technology plc,API,1000030008,300004,
155802000014468,9383,All african,API,1000021547,15580,
156652000014602,6863,Techview Digital Service PLC,API,1000021838,15665,
155012000014388,9583,Ethio prenerse,API,1000021218,15501,
152342000014182,9819,Derartu Tsegaye Abera,API,1000020661,15234,
155632000014487,9976,Happy kids ICT PLC,API,1000021579,15563,
111052000006648,6826,Enlight Technologies PLC,API,1000014288,11105,
153242000014191,9829,Dartech it business solution ,API,1000020688,15324,
300042200007042,8712,Hyper info tech technology PLC,API,1000030055,300042,
151072000014009,9722,Imran technology  plc,API,1000020372,15107,
300047200007049,8761,Star Technologies PLC-8761,API,1000030062,300049,
teleBeat0006,853,Go Digital Service PLC,API,48531001,GoDigital_tech_plc,
151022000014527,6191,Singitan Multimedia & Press Works PLC,API,1000021696,15102,
Telefun06,130,Modertech Telecom VAS PLC,API,Ethio130yearMegaPromo01,130,
154282000014328,615,Shedeli Trading PLC (Tele drive ),API,1000020963,15428,
154652000014387,9943,Aspire Utopia Solutions,API,1000021196,15465,
151032000014021,9710,Kelil Aman,API,1000020319,15103,
300007200007010,3 DAYS,Kefyalew Seyoum,API,300007,8512,
152352000014140,9811,Abdi Birhanu ,API,1000020598,15235,
151542000014530,3 DAYS,Aman Wassie,API,15154,6421,
30013400007183,9296,ALHABEK TRADING PLC,API,1000030210,300150,
300100200007107,7483,BA ICT SOLUTIONS PLC,API,1000030121,300104,
30024600007308,849,Playstream Interactive PLC(victory play),API,10000302827,300246,
157002000014713,3 DAYS,African Horn Computer Solution,API,15700,8124,
300029200007029,8401,ART meda Trading Plc,API,1000030042,300029,
300100200007111,8154,Solomon Abebe Beyene,API,1000030131,300108,
30017800007224,8452,HYPER INFO TECH TECHNOLOGY-8452,API,1000030251,300179,
150742000014020,9711,Tenachin Fitness Tips/Abdu Seid,API,1000020321,15074,
156812000014722,8691,ZUZI COMMUNICATION TECHNOLOGY PLC,API,1000022029,15681,
30022600007273,6374,Zemen Technologies PLC,API,10000302791,300226,
15164200007015,3 DAYS,YISHAK KEBEDE VAS,API,15164,8589,
151642000014041,6697,YISHAK KEBEDE VAS,API,1000020391,15164,
300100200007112,8776,XMG Business Group PLC,API,1000030132,300109,
30013400007193,8024,VISION TECH TRADING ONE MEMBER PLC,API,1000030220,300157,
30021700007249,8117,Vision Tech Trading,API,10000302767,300217,
30021700007264,8117,Vision Tech Trading,API,10000302782,300217,
30021700007265,8117,Vision Tech Trading,API,10000302783,300217,
30026900007351,843,Vionet Technologies PLC,API,10000302870,300269,
30026100007329,6294,Velnet Solutions PLC,API,10000302848,300261,
155272000014403,9295,Trade Ethiopia Commissioning,API,1000021274,15527,
30015500007191,9047,251Communication And marketing plc,API,1000030218,300155,
150982000013999,9733,Abem Tech plc,API,1000020261,15098,
30025500007319,6975,Abol Technology ,API,10000302838,300255,
30025200007314,8975,AHT NET & ICT Solutions PLC,API,10000302833,300252,
153362000014281,9834,Alhabek Trading PLC,API,1000020913,15336,
30017200007312,960,Alicom Trading PLC,API,10000302831,300172,
30013600007211,960,Alicome Trading PLC,API,1000030238,300172,
30013400007194,9154,ASPIRE UTOPIA SOLUTIONS,API,1000030221,300158,
156882000014654,6673,BEALU DEMISSIE GORFE,API,1000021887,15688,
148112000013330,6383,Bealu Vas ,API,1000019316,14811,
30023000007279,8604,Beshatu Tolemariam Terefe,API,10000302797,300230,
300100200007110,9495,Betelehem Yosef VAS Service,API,1000030130,300106,
30023500007285,9170,Brote Tich Trading Plc,API,10000302803,300235,
156412000014534,655,Busa Gonofa,API,1000021712,15641,
30021900007251,6574,BYG PLC,API,10000302769,300219,
153932000014271,9301,Chartered Advisory Service PLC,API,1000020876,15393,
155532000014451,9306,Chartered Advisory Service PLC,API,1000021400,15553,
30021400007246,6296,Circles Technology,API,10000302764,300214,
30015500007189,9047,Communication and Marketing PLC,API,1000030216,300155,
30015500007190,9047,Communication and Marketing PLC,API,1000030217,300155,
153472000014206,9605,Core Engineering Technology plc ,API,1000020700,15347,
Telebattle644Weekly,644,Digicom Intellegent systems PLC,API,TelebattleWeekly,644,
Telebattle644OnDemand,644,Digicom Intellegent systems PLC,API,TelebattleOnDemand,644,
Telebattle644Monthly,644,Digicom Intellegent systems PLC,API,TelebattleMonthly,644,
30011900007134,6114,Digital Virgo Technology Soluation PLC,API,1000030154,300119,
30013400007206,6114,Digital Virgo Technology Solution PLC,API,1000030148,300119,
30011900007277,6446,Digital Virgo (Youscribe ),API,10000302795,300119,
156212000014533,9322,Ditech,API,1000021773,15621,
300056200007056,7896,Double Y Engineering PLC,API,1000030069,300056,
30013400007151,9429,EDU TECH ICT Solutions PLC,API,1000030176,300135,
30013400007152,9429,EDU TECH ICT Solutions PLC,API,1000030177,300135,
30021800007250,6628,EFHOI Ethio Family Health PLC,API,10000302768,300218,
30011900007131,7113,ERISTE ATINAF ASRES,API,1000030151,300121,
135702000011986,6800,Ethio_ENDF,API,1000017568,13570,
300080200007080,6431,FALCON TECH SOLUTIONS PLC,API,1000030093,300080,
30024500007304,9228,Feliz VAS,API,10000302822,300245,
3000262000007020,3 DAYS,FIKADE GACHENA,API,300026,6273,
30012500007139,9045,FREMNATOS ELDERS MENTALY DIS AND CHILD CHARTY ORG,API,1000030160,300126,
30013400007179,NA,Gamo Gofa Zone,API,NA,NA,
30022200007259,8894,GIG Trading,API,10000302777,300222,
30022200007258,8894,GIG Trading,API,10000302776,300222,
30023900007290,9632,Gizuf Digital Service,API,10000302808,300239,
30023900007289,9632,Gizuf Digital Service,API,10000302807,300239,
30023900007288,9632,Gizuf Digital Service PLC,API,10000302806,300239,
30026400007335,6206,Global Engineering PLC,API,10000302854,300264,
300093200007094,7198,GO DIGITAL PLC,API,1000030109,300095,
teleBeat0008,853,Go Digital Service PLC,API,48531001,GoDigital_tech_plc,
teleBeat0009,853,Go Digital Service PLC,API,48531001,GoDigital_tech_plc,
30024100007296,984,Hahu Tech Café PLC,API,10000302814,300241,
30024100007292,984,Hahu Tech Café PLC,API,10000302810,300241,
30024100007297,984,Hahu Tech Café PLC,API,10000302814,300241,
30024100007293,984,Hahu Tech Café PLC,API,10000302811,300241,
30024100007295,984,Hahu Tech Café PLC,API,10000302817,300241,
30024100007299,984,Hahu Tech Café PLC,API,10000302817,300241,
30024100007294,984,Hahu Tech Café PLC,API,10000302816,300241,
30024100007298,984,Hahu Tech Café PLC,API,10000302816,300241,
300003200007004,3 DAYS,HAPPY TECHNOLOGY PLC,API,300003,6243,
150892000014076,9875,Hyper info tech technology plc,API,1000020466,15089,
154222000014493, ,I Connect Digital Service PLC,API,15422,985,
154222000014490, ,I Connect Digital Service PLC,API,15422,985,
154222000014492, ,I Connect Digital Service PLC,API,15422,985,
157032000014708,9402,ICONNECT,API,1000019105,14576,
1457600007342,9402,Iconnect,API,10000302861,14576,
1457600007341,9402,Iconnect,API,10000302860,14576,
300052200007052,7740,Innovii Digital Service ,API,1000030065,300052,
300210200007242,8528,Jegol Technology One Member PLC,API,10000302760,300210,
30026200007330,6313,Kalem Trading PLC,API,10000302849,300262,
30026200007337,6313,Kalem Trading PLC,API,10000302856,300262,
30026200007340,6313,Kalem Trading PLC,API,10000302859,300262,
30026200007336,6313,Kalem Trading PLC,API,10000302855,300262,
30025300007317,6590,KIMA Multimedia Production One Member,API,10000302836,300253,
30025800007326,9307,Kings Gate Yelemtena Bego Aderagot ,API,10000302845,300258,
30019300007237,8235,Lekene One Member PLC,API,1000030265,300193,
156642000014589,6978,Leta Senbato Oljira,API,1000021790,15664,
30026800007346,6242,Lydia Solomon Tufa,API,10000302865,300268,
30026800007349,NA,Lydia Solomon Tufa,API,NA,NA,
30026800007348,NA,Lydia Solomon Tufa,API,NA,NA,
30026800007347,6242,Lydia Solomon Tufa,API,10000302866,300268,
30021300007245,6166,MATRIX TECHONOGY PLC ,API,10000302763,300213,
30022300007260,8831,MELAKU W/MICHAEL,API,10000302778,300223,
30021600007248,8302,Melihik Technology plce,API,10000302766,300216,
300000200007001,8534,MELONI VAS,API,1000030000,300000,
3000272000007020,9529,Meseret Gachena,API,1000030040,300027,
150392000013958,9222,MINISTRY OF EDUCATION1,API,1000020165,15039,
30022500007263,942,Mobile Spin VAS PLC (WinnersHub),API,10000302781,300225,
151082000014037,9723,MT ICT TECHNOLOGY PLC,API,1000020382,15108,
Teleplay0008,830,Nano Technology plc,API,40001001,nano_tech_plc,
300100200007116,9437,NAPU,API,1000030136,300113,
157122000014715,6994,Napu Technology Services,API,1000022011,15712,
30025900007327,6089,Natanet Integration & Trade of Technology,API,10000302846,300259,
30024400007303,6728,Nebil Samuel Edasu,API,10000302821,300244,
30024300007315,6791,New Rise Technology,API,10000302834,300243,
30024300007316,6791,New Rise Technology PLC,API,10000302835,300243,
30024300007301,6791,New Rise Technology PLC,API,10000302819,300243,
30012500007135,8732,Nutrition Trading PLC,API,1000030155,300124,
155732000014484,9362,OK SMS,API,1000021571,15573,
30024600007306,849,Playstream Interactive PLC(victory play),API,10000302824,300246,
30024600007307,849,Playstream Interactive PLC(victory play),API,10000302825,300246,
157042000014712,8873,PO Vas And software solutions,API,1000021983,15704,
300051200007051,8858,POINT ICT TECHNOLOGY PLC  ,API,1000030064,300051,
150602000013972,9611,Primecom Technologies PLC,API,1000020209,15060,
30024700007308,6956,RIMARTSCHOOL.COM,API,10000302826,300247,
30013400007156,9052,ROBE HABTAMU BIRHANU,API,1000030182,300136,
300206200007238,6098,Roja Solutions PLC,API,10000302756,300206,
156962000014710,6204,S E VAS TRADING PLC,API,1000021979,15696,
300034200007034,8425,SAMHAR TRADING PLC,API,1000030047,300034,
300050200007050,8253,SAN METROPOLITAN PLC,API,1000030063,300050,
30022800007275,6111,SER State office of the prisedant,API,10000302793,300228,
153492000014207,9100,Shedeli Trading PLC,API,1000020706,15349,
30026300007333,9286,SKYKIN Technologies PLC,API,10000302852,300263,
30026300007332,9286,SKYKIN Technology PLC,API,10000302851,300263,
30026300007331,9286,SKYKIN Technology PLC,API,10000302850,300263,
30026300007334,9286,SKYKIN Technology PLC,API,10000302853,300263,
30013400007171,9248,STAR TECHNOLOGIES PLC-9248,API,1000030198,300141,
30022400007261,8849,Superior Technology PLC,API,10000302779,300224,
156422000014548,6571,TARIKU BELFA DEKO,API,15642,15642,
300207200007239,6178,Tebeb Digital Service plc,API,10000302757,300207,
30022000007255,6906,Tec MED Revolution,API,10000302773,300220,
30012800007146,883,TECH VAS TELECOMUNICATION VALUE ADDED SERVICE,API,1000030168,300130,
300100200007102,9013,Techstar Technologies PLC,API,1000030116,300084,
300100200007104,9012,Techstar Technologies PLC,API,1000030118,300103,
300100200007103,9012,Techstar Technologies PLC,API,1000030117,300103,
150922000014038,9730,Tigist Teshome,API,1000020386,15092,
156312000014535,6625,TIRUWORK TSEGAYE MOLLA,API,1000021748,15631,
30024900007310,8526,,API,10000302829,300249,
30026900007354,843,,API,10000302874,300269,
30026900007352,843,,API,10000302871,300269,
30027200007357,6141,,API,10000302877,300272,
30026900007353,843,,API,10000302872,300269,
300065200007065,7163,,API,1000030078M,300065,
156782000014648,8315,Beta Systems PLC,API,1000021870,15678,
151272000014027,9725,Bezawit Mulugeta VAS ,API,1000020334,15127,
30019400007238,NA,Chartered Advisory Service PLC,API,NA,NA,
30019600007240,NA,Chartered Advisory Service PLC,API,NA,NA,
3000222000007020,8415,Hirenboot Computer import plc,API,1000030035,300022,
152432000014172,9861,Itex Technology consulting PLC,API,1000020642,15243,
30026200007338,6313,Kalem Trading PLC,API,10000302857,300262,
30026200007339,6313,Kalem Trading PLC,API,10000302858,300262,
30012500007140,9155,KURAZ TECHNOLOGIES PLC,API,1000030161,300137,
151092000014023,9667,Mekonnen Mulugeta VAS,API,1000020329,15109,
155752000014470,9329,MIND SET SHORT MASAGE SERVICE,API,1000021543,15575,
300088200007088,8349,MULUGETA ABERA,API,1000030102,300088,
136912000012413,7977,Royd Technology PLC,API,1000018595,13691,
136732000012909,6699,Shalkatraz Engineering PLC,API,1000018803,13673,
30023800007287,NA,SkyKin Technologies  plc ,API,NA,NA,
151222000014029,9659,Tinsae Mulugeta VAS ,API,1000020339,15122,
57152000003854,8161,MEKEDONIA HOME FOR THE ELDERY AND THE MENTALLY DISABLE,MT,1000009387,5715,
0134232000011026,7564,YOSEF ABERA ESHETE,MT,NA,NA,
0104952000005109,6764,ELPID TRADING PLC,MT,NA,NA,
0150142000013949,9400,ETHIOPIAN RED CROSS SOCIETY,MT,NA,NA,
0152442000014123,6710,CHILDREN S HEART FUND ETH . .,MT,NA,NA,
0066042000003776,8596,NANA SERVICES PLC,MT,NA,NA,
0059112000003522,8496,NANA SERVICES PLC,MT,NA,NA,
0100322000004412,8799,Ameha Wehibe Ict Service Co.,MT,NA,NA,
0130152000009606,7122,AL HABESHA MEDIA & COMMUNICATION PLC,MT,NA,NA,
0106052000005133,6832/6831,TIGRAY DEVELOPMENT ASSOCI,MT,NA,NA,
0154142000014296,9923,MUDAYE BEGO ADRAGOT MAHIBER,MT,NA,NA,
0152542000014130,9600,MARY JOY DEVELOPMENT ASSOCIATION,MT,NA,NA,
0150022000013937,9565,YEETHIOPIA CANCER ASSOCIATION . .,MT,NA,NA,
0100042000004311,8571,APLUS TELECOM SERVICE PLC,MT,NA,NA,
0101122000004631,6569,AMAN WASSIE ABDE,MT,NA,NA,
0046022000003040,8306,SALIM AWOD VALUE ADDED SERVICES,MT,NA,NA,
0132152000010007,7379,ELMAR TECHNOLOGY PLC,MT,NA,NA,
0132622000012969,7335,Babul Kheyer Yebego Adiragote Dirijit,MT,NA,NA,
0087062000004120,8597,Ethio Digital vas Solution,MT,NA,NA,
0092002000004174,8320,VASMAS TRADING PLC,MT,NA,NA,
0150582000013966,9616,NIA FOUNDATION,MT,NA,NA,
0100632000004478,6615/6617,MOHAMMED A ABDULRAHMAN,MT,NA,NA,
0128432000009047,6833,BILALUL HABESHI COM,MT,NA,NA,
0126952000008428,6860,GERGESENON YEAYMERO HEMUMAN MERJA MAHIBER YEAYMERO HEMUMAN MERJA MAHIBER,MT,NA,NA,
0100352000004431,6049,WALEED A ABDULARAHAMAN,MT,NA,NA,
0104062000005062,6817,MOHAMMED ABDO NAJI,MT,NA,NA,
0129262000009408,6691,FIKRIE GEBEW TELECOMMUNICATION VAT,MT,NA,NA,
0046022000002999,8863,SALIM AWOD VALUE ADDED SERVICES,MO,NA,NA,
0106432000005204,6901,Awad Salim Awade,MT,NA,NA,
0155482000014445,9938,SHEK ADEM TULA FOUNDATION,MT,NA,NA,
0100052000004314,8930,ZEMENU TAREKEGN BITAW,MT,NA,NA,
